ï»¿State,Â Rep District,Senate District,Party,Prefix,First Name,Last Name,Suffix,Office Street Address,Office Street Address 2,City,State,Zip,Title,Photo URL
NY,,34,D,Ms.,Alessandra,Biaggi,,"188 State Street, Legislative Office Bldg",Room 905,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/01-09-19_biaggi-hs_0003.jpg?itok=HXfqARF3
NY,,35,D,Ms.,Andrea,Stewart-Cousins,,"188 State Street, Legislative Office Bldg",Room 907,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/asc_headshot.jpg?itok=RHphZkr2
NY,,36,D,Mr.,Jamaal,Bailey,,"188 State Street, Legislative Office Bldg",Room 609,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/hs-senatorbailey_0.jpg?itok=2unjoFaz
NY,,37,D,Ms.,Shelley,Mayer,,"188 State Street, Legislative Office Bldg",Room 509,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/larger_sbm_photo.png?itok=sGvumuDA
NY,,38,D,Mr.,David,Carlucci,,"188 State Street, Legislative Office Bldg",Room 514,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/%2812-07-10%29%20Carlucci-HS-028.jpg?itok=cfqre4Kp
NY,,39,D,Mr.,James,Skoufis,,"188 State Street, Legislative Office Bldg",Room 815,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/senator-james-skoufis-head-shot-main-sd39.jpg?itok=U9V6zcSJ
NY,,40,D,Mr.,Peter,Harckham,,"188 State Street, Legislative Office Bldg",Room 812,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/good_harckham_headshot_0.jpg?itok=gnA8L0jv
NY,,41,R,Ms.,Sue,Serino,,"188 State Street, Legislative Office Bldg",Room 613,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/%2811-17-14%29%20Serino-075.jpg?itok=lq-v-yoF
NY,,42,D,Ms.,Jen,Metzger,,"188 State Street, Legislative Office Bldg",Room 817,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/member-head-sen.metzger-sd42_0.jpg?itok=Cu6gj5ZU
NY,,43,R,Ms.,Daphne,Jordan,,"188 State Street, Legislative Office Bldg",Room 508,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/jordan-hs-003.png?itok=Cy-moybT
NY,,44,D,Mr.,Neil,Breslin,,"172 State Street, Capitol Building",Room 430C,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/07-20-11_breslin_-hs-032.jpg?itok=sNxOrDrN
NY,,45,R,Ms.,Betty,Little,,"188 State Street, Legislative Office Bldg",Room 711B,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/24Little.jpg?itok=PIco8zzr
NY,,46,R,Mr.,George A.,Amedore,Jr.,"188 State Street, Legislative Office Bldg",Room 408,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/%2811-17-14%29%20Amedore-045.jpg?itok=sHHpdcCf
NY,,47,R,Mr.,Joseph,Griffo,,"172 State Street, Capitol Building",Room 413C,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/%2811-18-08%29%20Griffo-HS-020.jpg?itok=rGK6kVTU
NY,,48,R,Ms.,Patty,Ritchie,,"188 State Street, Legislative Office Bldg",Room 302,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/%2801-25-11%29%20Richie-HS-055.jpg?itok=cJbQsuIe
NY,,49,R,Mr.,Jim,Tedisco,,"188 State Street, Legislative Office Bldg",Room 515,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/official_tedisco-hs.jpg?itok=4-C9InuB
NY,,50,,,Vacant,Seat,,"188 State Street, Legislative Office Bldg",,Albany,NY,12247,Senator,
NY,,51,R,Mr.,James L.,Seward,,"172 State Street, Capitol Building",Room 414,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/%2811-18-08%29%20Seward-HS-050.jpg?itok=xYWkG2LS
NY,,52,R,Mr.,Fred,Akshar,,"188 State Street, Legislative Office Bldg",Room 608,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/01-10-20_100-01_0011_edited_0.jpg?itok=k-SCUDnr
NY,,53,D,Ms.,Rachel,May,,"188 State Street, Legislative Office Bldg",Suite 803,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/may-2019portrait.jpg?itok=4i_QKFvz
NY,,54,R,Ms,Pam,Helming,,"188 State Street, Legislative Office Bldg",Room 517,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/01-03-17_helming-hs-018_0.jpg?itok=f9f7an60
NY,,55,R,Mr.,Rich,Funke,,"188 State Street, Legislative Office Bldg",Room 415,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/%2811-17-14%29%20Funke-015.jpg?itok=IwGtEQ5j
NY,,56,R,Mr.,Joseph,Robach,,"188 State Street, Legislative Office Bldg",Room 615,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/senate_headshot.jpg?itok=t9fu8_5E
NY,,57,R,Mr.,George,Borrello,,"188 State Street, Legislative Office Bldg",Room 706,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/12-11-19_hs_cropped_for_web0004m.jpg?itok=rraEgSVs
NY,,58,R,Mr.,Tom,O'Mara,,"188 State Street, Legislative Office Bldg",Room 406,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/02-10-15_official_hs_omara-hs-040_0.jpg?itok=0S6A6rmV
NY,,59,R,Mr.,Patrick M.,Gallivan,,"188 State Street, Legislative Office Bldg",Room 311,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/09-15-16_gallivan-hs-012a.jpg?itok=6Ayxm7iL
NY,,60,R,,Vacant,Seat,,"188 State Street, Legislative Office Bldg",,Albany,NY,12247,Senator,
NY,,61,R,Mr.,Michael,Ranzenhofer,,"188 State Street, Legislative Office Bldg",Room 513,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/%2801-26-09%29%20Ranzenhofer-HS-019.jpg?itok=fM_Y89JT
NY,,62,R,Mr.,Rob,Ortt,,"172 State Street, Capitol Building",Room 315,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/62-2019-bio.jpg?itok=-buQ_zqu
NY,,63,D,Mr.,Timothy M.,Kennedy,,"188 State Street, Legislative Office Bldg",Room 708,Albany,NY,12247,Senator,https://www.nysenate.gov/sites/default/files/styles/160x160/public/tk-sd63hs.jpg?itok=L845-gcE
NY,1,,I,Mr.,Fred W.,Thiele,,Legislative Office Bldg,Room 837,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/001.jpg
NY,2,,R,Mr.,Anthony H.,Palumbo,,Legislative Office Bldg,Room 546,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/002.jpg
NY,3,,R,Mr.,Joe,DeStefano,,Legislative Office Bldg,Room 430,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/003.jpg
NY,4,,D,Mr.,Steve,Englebright,,Legislative Office Bldg,Room 621,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/004.jpg
NY,5,,R,Mr.,Douglas M.,Smith,,Legislative Office Bldg,Room 545,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/005.jpg
NY,6,,D,Mr.,Philip,Ramos,,Legislative Office Bldg,Room 648,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/006.jpg
NY,7,,R,Mr.,Andrew,Garbarino,,Legislative Office Bldg,Room 402,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/007.jpg
NY,8,,R,Mr.,Michael J.,Fitzpatrick,,Legislative Office Bldg,Room 458,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/008.jpg
NY,9,,R,Mr.,Mike,LiPetri,,Legislative Office Bldg,Room 533,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/009.jpg
NY,10,,D,Mr.,Steve,Stern,,Legislative Office Bldg,Room 919,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/010.jpg
NY,11,,D,Ms.,Kimberly,Jean-Pierre,,Legislative Office Bldg,Room 742,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/011.jpg
NY,12,,,,Vacant,Seat,,Legislative Office Bldg,Room 635,Albany,NY,12248,Assemblymember,
NY,13,,D,Mr.,Charles D.,Lavine,,Legislative Office Bldg,Room 713,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/013.jpg
NY,14,,R,Mr.,David,McDonough,,Legislative Office Bldg,Room 443,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/014.jpg
NY,15,,R,Mr.,Michael,Montesano,,Legislative Office Bldg,Room 437,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/015.jpg
NY,16,,D,Mr.,Anthony,D'Urso,,Legislative Office Bldg,Room 920,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/016.jpg
NY,17,,R,Mr.,John,Mikulin,,Legislative Office Bldg,Room 550,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/017.jpg
NY,18,,D,Ms.,Taylor,Raynor,,Legislative Office Bldg,Room 323,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/018.jpg
NY,19,,R,Mr.,Ed,Ra,,"172 State Street, Capitol Building",Room 444 CAP,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/019.jpg
NY,20,,R,Ms.,Melissa,Miller,,Legislative Office Bldg,Room 426,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/020.jpg
NY,21,,D,Ms.,Judy,Griffin,,Legislative Office Bldg,Room 432,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/021.jpg
NY,22,,D,Ms.,Michaelle C.,Solages,,Legislative Office Bldg,Room 619,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/022.jpg
NY,23,,D,Ms.,Stacey,Pheffer Amato,,Legislative Office Bldg,Room 827,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/023.jpg
NY,24,,D,Mr.,David,Weprin,,Legislative Office Bldg,Room 526,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/024.jpg
NY,25,,D,Ms.,Nily,Rozic,,Legislative Office Bldg,Room 547,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/025.jpg
NY,26,,D,Mr.,Edward,Braunstein,,Legislative Office Bldg,Room 842,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/026.jpg
NY,27,,D,Mr.,Daniel,Rosenthal,,Legislative Office Bldg,Room 431,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/027.jpg
NY,28,,D,Mr.,Andrew,Hevesi,,Legislative Office Bldg,Room 844,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/028.jpg
NY,29,,D,Ms.,Alicia,Hyndman,,Legislative Office Bldg,Room 820,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/029.jpg
NY,30,,D,Mr.,Brian,Barnwell,,Legislative Office Bldg,Room 921,Albany,NY,12248,Assemblymember,https://nyassembly.gov/mem/pic/030.jpg
